Pincode,Governing_Sub_Post_Office,Area_Place_Name,Office_Type,Postal_Division
761108,Surada S.O,Badabadangi B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Genja B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Gopalpursasan B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Hukuma B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,K.Jatabadi B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Lathipada B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Palakatu B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Ratnapur B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Sarabadi B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Sorisbilli B.O,Branch Office (B.O.),Aska Division
761108,Surada S.O,Surada Bazar B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Badagada S.O,Sub Office (S.O.),Aska Division
761109,Badagada S.O,Balarampur B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Borada B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Ekalpur B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Gangapur B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Gaudagotha B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Merikote B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Padmapur B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Rai Bandha B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Sandhikendu B.O,Branch Office (B.O.),Aska Division
761109,Badagada S.O,Sidhapur B.O,Branch Office (B.O.),Aska Division
761110,Aska H.O,Aska H.O,Head Office (H.O.),Aska Division
761110,Aska H.O,Aska Junction S.O,Sub Office (S.O.),Aska Division
761110,Aska H.O,Khambeswari Patna S.O,Sub Office (S.O.),Aska Division
761110,Aska H.O,Raghunath Nagar S.O (Ganjam),Sub Office (S.O.),Aska Division
761110,Aska H.O,Sunambo Street S.O,Sub Office (S.O.),Aska Division
761110,Aska H.O,T.O.Road S.O,Sub Office (S.O.),Aska Division
761111,Aska College Square S.O,Aska College Square S.O,Sub Office (S.O.),Aska Division
761111,Aska College Square S.O,Nuagam S.O,Sub Office (S.O.),Aska Division
761111,Aska College Square S.O,A.K.Deuli B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Alipur B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Babanpur B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Balichhai B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Baragam B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Dhaugam B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,G.D.Palli B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Haridapadar B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Humuki B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Jayapur B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Kalasandhapur B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Kaniary B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Kharia B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Kotinada B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Kumbhari B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Nalabanta B.O,Branch Office (B.O.),Aska Division
761111,Aska College Square S.O,Subalaya B.O,Branch Office (B.O.),Aska Division
761114,Mundamarai S.O,Mundamarai S.O,Sub Office (S.O.),Aska Division
761114,Mundamarai S.O,Badula B.O,Branch Office (B.O.),Aska Division
761114,Mundamarai S.O,Jagamohan B.O,Branch Office (B.O.),Aska Division
761114,Mundamarai S.O,Jhadabandha B.O,Branch Office (B.O.),Aska Division
761114,Mundamarai S.O,Jharapari B.O,Branch Office (B.O.),Aska Division
761114,Mundamarai S.O,Kusuraba B.O,Branch Office (B.O.),Aska Division
761115,Gunthapada S.O,Gunthapada S.O,Sub Office (S.O.),Aska Division
761115,Gunthapada S.O,Balisira B.O,Branch Office (B.O.),Aska Division
761115,Gunthapada S.O,Debabhumi B.O,Branch Office (B.O.),Aska Division
761115,Gunthapada S.O,Mangalpur B.O,Branch Office (B.O.),Aska Division
761115,Gunthapada S.O,Sahaspur B.O,Branch Office (B.O.),Aska Division
761116,Bhetonoi S.O,Bhetonoi S.O,Sub Office (S.O.),Aska Division
761116,Bhetonoi S.O,Badakholi B.O,Branch Office (B.O.),Aska Division
761116,Bhetonoi S.O,Dhaninja B.O,Branch Office (B.O.),Aska Division
761116,Bhetonoi S.O,Pandiapathara B.O,Branch Office (B.O.),Aska Division
761116,Bhetonoi S.O,Sidhanoi B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Ballipadar S.O,Sub Office (S.O.),Aska Division
761117,Ballipadar S.O,Antarapada B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Arakhapur B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Bhatakhali B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Bishnuchakra B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Gahangu B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Hatiota B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Karadabadi (A) B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Mandar B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Mangalpur B.O,Branch Office (B.O.),Aska Division
761117,Ballipadar S.O,Rumagada B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Buguda S.O,Sub Office (S.O.),Aska Division
761118,Buguda S.O,Adipur B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,B.Pankalbadi B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Betarasingi B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Bhamsyali B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Dhunkapada B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Gaudiabarada B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Golabandha B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Golamundala B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Golia B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Kanachhai B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Kanasukha B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Kholakhalli B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Manitara B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Motabadi B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Pangidi B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Sankuru B.O,Branch Office (B.O.),Aska Division
761118,Buguda S.O,Sodak B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,B D Sahi Bellagunhta S.O,Sub Office (S.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Bellaguntha S.O,Sub Office (S.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Ambapua B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,B.L.S.Pur B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Bonka B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Kirapalli B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Kudutei B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Pantikhari B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Patrapalli B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Pratapur B.O,Branch Office (B.O.),Aska Division
761119,B D Sahi Bellagunhta S.O,Udhra B.O,Branch Office (B.O.),Aska Division
761120,Baragam S.O,Baragam S.O,Sub Office (S.O.),Aska Division
761120,Baragam S.O,Aladi B.O,Branch Office (B.O.),Aska Division
761120,Baragam S.O,B.D.Pur B.O,Branch Office (B.O.),Aska Division
761120,Baragam S.O,Jhadabhumi B.O,Branch Office (B.O.),Aska Division
761120,Baragam S.O,Khamarpalli B.O,Branch Office (B.O.),Aska Division
761120,Baragam S.O,Nimapadar B.O,Branch Office (B.O.),Aska Division
761120,Baragam S.O,Patadhar B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Jagannath Prasad S.O,Sub Office (S.O.),Aska Division
761121,Jagannath Prasad S.O,Alasuguma B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Chamunda B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Gandadhara B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Kadapada B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Kadua B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Kumpapada B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Kumundi B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Panchabhuti B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Rauti B.O,Branch Office (B.O.),Aska Division
761121,Jagannath Prasad S.O,Samarbandha B.O,Branch Office (B.O.),Aska Division
761122,Nimina S.O,Nimina S.O,Sub Office (S.O.),Aska Division
761122,Nimina S.O,Benapata B.O,Branch Office (B.O.),Aska Division
761122,Nimina S.O,Kamagada B.O,Branch Office (B.O.),Aska Division
761122,Nimina S.O,Kendupadar B.O,Branch Office (B.O.),Aska Division
761122,Nimina S.O,Landajuali B.O,Branch Office (B.O.),Aska Division
761122,Nimina S.O,Munigadi B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Gangapur (Ganjam) S.O,Sub Office (S.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Bangarada B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Bori B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,K.Nuagada B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Khairaputi B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Khetribarapur B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Nunipadasasan B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Pailipada B.O,Branch Office (B.O.),Aska Division
761123,Gangapur (Ganjam) S.O,Palakasandha B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,Gobara S.O,Sub Office (S.O.),Aska Division
761124,Gobara S.O,Badaborasingi B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,Badapada B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,Benipalli B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,G.Dengapadar B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,Kaliaguda B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,Kullangi B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,Madhabarida B.O,Branch Office (B.O.),Aska Division
761124,Gobara S.O,Nettanga B.O,Branch Office (B.O.),Aska Division
761125,Badakodanda S.O,Badakodanda S.O,Sub Office (S.O.),Aska Division
761125,Badakodanda S.O,Bahadapadar B.O,Branch Office (B.O.),Aska Division
761125,Badakodanda S.O,Dumakumpa B.O,Branch Office (B.O.),Aska Division
761125,Badakodanda S.O,Khamaredi B.O,Branch Office (B.O.),Aska Division
761125,Badakodanda S.O,Lalsingh B.O,Branch Office (B.O.),Aska Division
761125,Badakodanda S.O,Sanakodanda B.O,Branch Office (B.O.),Aska Division
761126,Bhanjanagar H.O,Bhanjanagar H.O,Head Office (H.O.),Aska Division
761126,Bhanjanagar H.O,Bhanjamargo S.O,Sub Office (S.O.),Aska Division
761126,Bhanjanagar H.O,Bhanjanagar  College S.O,Sub Office (S.O.),Aska Division
761126,Bhanjanagar H.O,Bhanjanagar Bazar S.O,Sub Office (S.O.),Aska Division
761126,Bhanjanagar H.O,Bhejiput S.O,Sub Office (S.O.),Aska Division
761131,Kullada S.O,Kullada S.O,Sub Office (S.O.),Aska Division
761131,Kullada S.O,Baaruda B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Baliapata B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Balisahi B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Dholapita B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Gayaganda B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Gerada B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Golapada B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Guzurali B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Kalingapadar B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Khetamundali B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Kokolamba B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Lembhai B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Masabadi B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Rudhapadar B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Tarasinghi B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Tholadi B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Tilisinghi B.O,Branch Office (B.O.),Aska Division
761131,Kullada S.O,Turumu B.O,Branch Office (B.O.),Aska Division
761132,Mujjagada S.O,Mujjagada S.O,Sub Office (S.O.),Aska Division
761132,Mujjagada S.O,Birikote B.O,Branch Office (B.O.),Aska Division
761132,Mujjagada S.O,Brhamanapadar B.O,Branch Office (B.O.),Aska Division
761132,Mujjagada S.O,Buduli B.O,Branch Office (B.O.),Aska Division
761132,Mujjagada S.O,Dadarlunda B.O,Branch Office (B.O.),Aska Division
761132,Mujjagada S.O,G.Rambha B.O,Branch Office (B.O.),Aska Division
761132,Mujjagada S.O,Gundribadi B.O,Branch Office (B.O.),Aska Division
761132,Mujjagada S.O,Mohaguda B.O,Branch Office (B.O.),Aska Division
761133,Jillundi S.O,Jillundi S.O,Sub Office (S.O.),Aska Division
761133,Jillundi S.O,Baunsalundi B.O,Branch Office (B.O.),Aska Division
761133,Jillundi S.O,Dubuduba B.O,Branch Office (B.O.),Aska Division
761133,Jillundi S.O,Gamundi B.O,Branch Office (B.O.),Aska Division
761133,Jillundi S.O,Malaspadar B.O,Branch Office (B.O.),Aska Division
761140,Tanarada S.O,Tanarada S.O,Sub Office (S.O.),Aska Division
761140,Tanarada S.O,Dhumchai B.O,Branch Office (B.O.),Aska Division
761140,Tanarada S.O,Dihapadhala B.O,Branch Office (B.O.),Aska Division
761140,Tanarada S.O,G.Nuagam B.O,Branch Office (B.O.),Aska Division
761140,Tanarada S.O,Inginathi B.O,Branch Office (B.O.),Aska Division
761140,Tanarada S.O,K.Berhampur B.O,Branch Office (B.O.),Aska Division
761140,Tanarada S.O,Kanabhaga B.O,Branch Office (B.O.),Aska Division
761140,Tanarada S.O,Patulisahi B.O,Branch Office (B.O.),Aska Division
761141,Gallery S.O,Gallery S.O,Sub Office (S.O.),Aska Division
761141,Gallery S.O,Badangi B.O,Branch Office (B.O.),Aska Division
761141,Gallery S.O,Domuhani B.O,Branch Office (B.O.),Aska Division
761141,Gallery S.O,Harigada B.O,Branch Office (B.O.),Aska Division
761141,Gallery S.O,Kupati B.O,Branch Office (B.O.),Aska Division
761143,Karachulli S.O,Karachulli S.O,Sub Office (S.O.),Aska Division
761143,Karachulli S.O,B.Karadabadi B.O,Branch Office (B.O.),Aska Division
761143,Karachulli S.O,Biranchipur B.O,Branch Office (B.O.),Aska Division
761143,Karachulli S.O,Karasinghi B.O,Branch Office (B.O.),Aska Division
761143,Karachulli S.O,Takarada B.O,Branch Office (B.O.),Aska Division
761144,Konkarada S.O,Konkarada S.O,Sub Office (S.O.),Aska Division
761144,Konkarada S.O,Adapada B.O,Branch Office (B.O.),Aska Division
761144,Konkarada S.O,Dengadi B.O,Branch Office (B.O.),Aska Division
761144,Konkarada S.O,Kaudia B.O,Branch Office (B.O.),Aska Division
761144,Konkarada S.O,Kurla B.O,Branch Office (B.O.),Aska Division
761146,Burupada S.O,Burupada S.O,Sub Office (S.O.),Aska Division
761146,Burupada S.O,Dengapadar B.O,Branch Office (B.O.),Aska Division
761146,Burupada S.O,Gobindapur B.O,Branch Office (B.O.),Aska Division
761146,Burupada S.O,Gothagam B.O,Branch Office (B.O.),Aska Division
761146,Burupada S.O,Thuruburai B.O,Branch Office (B.O.),Aska Division
761151,Asura Bandha S.O,Asura Bandha S.O,Sub Office (S.O.),Aska Division
761151,Asura Bandha S.O,Badabaraba B.O,Branch Office (B.O.),Aska Division
761151,Asura Bandha S.O,Badagochha B.O,Branch Office (B.O.),Aska Division
761151,Asura Bandha S.O,Bhagabanpur B.O,Branch Office (B.O.),Aska Division
761151,Asura Bandha S.O,Gazalbadi B.O,Branch Office (B.O.),Aska Division
761151,Asura Bandha S.O,Ramanabadi B.O,Branch Office (B.O.),Aska Division
761151,Asura Bandha S.O,U. Dantilingi B.O,Branch Office (B.O.),Aska Division
761209,Khariaguda S.O,Khariaguda S.O,Sub Office (S.O.),Berhampur Division
761209,Khariaguda S.O,Bharampur B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Ch.Tikarapada B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Guma Dalaba B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Hukuma B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Kampa Khumbajhari B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Mandarada B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Narayanapur B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Puhundi B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,S.B.Jagadevpur B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Talapada B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Tinigharia B.O,Branch Office (B.O.),Berhampur Division
761209,Khariaguda S.O,Turubudi B.O,Branch Office (B.O.),Berhampur Division
